id,repo,Title,Description,Assigned To
5504,WptDevelopment,Source Inspections Rejections,"<p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><b style=font-size:11pt;>From:</b><span style=font-size:11pt;> Poukish Phil &lt;</span><a href=mailto:Phil.Poukish@spartronics.com style=font-size:11pt;>Phil.Poukish@spartronics.com</a><span style=font-size:11pt;>&gt;</span><br> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><b>Sent:</b> Monday, July 18, 2022 2:45 PM<br><b>To:</b> Terpak, Chris &lt;<a href=mailto:Chris.Terpak@spartronics.com>Chris.Terpak@spartronics.com</a>&gt;<br><b>Subject:</b> RE: Source Inspection Rejections </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>; </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>Currently, as Tom said, we do not capture this data
anywhere. We would need to capture the 1<sup>st</sup> pass yields (quantity
inspected, qty rejected) for each assembly lot inspected and capture the
rejects associated with that. We may need to talk to Mike Bender to add see how
we can capture this in six sigma to keep it separate it from the CSI inspection
we currently do with our own people. </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>; </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><span style=font-size:8.0pt;font-family:&quot;Arial&quot;,sans-serif;color:#595959;>Best Regards,</span> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><span style=font-size:8.0pt;font-family:&quot;Arial&quot;,sans-serif;color:#595959;>;</span> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><b><span style=font-size:12.0pt;font-family:Roboto;color:#003471;>Phil Poukish</span></b> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;line-height:150%;><span style=font-size:9.0pt;font-family:Roboto;color:#003471;>Test Engineering Manager</span> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><span style=font-size:9.0pt;font-family:Roboto;color:#353535;>Office:
570-326-6591</span> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><span style=font-size:9.0pt;font-family:Roboto;color:#353535;>2333
Reach Road<br>
Williamsport Pa.; 17701;;</span> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><span style=font-size:9.0pt;font-family:Roboto;color:#353535;>; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;</span> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>; </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><b>From:</b> Terpak, Chris &lt;<a href=mailto:Chris.Terpak@spartronics.com>Chris.Terpak@spartronics.com</a>&gt;
<br><b>Sent:</b> Monday, July 18, 2022 2:38 PM<br><b>To:</b> Poukish Phil &lt;<a href=mailto:Phil.Poukish@spartronics.com>Phil.Poukish@spartronics.com</a>&gt;<br><b>Subject:</b> Source Inspection Rejections </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>; </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>Hey Phil, </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>; </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>I hope you are doing well today. </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>; </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>Going back to our meeting on Friday, did you have a chance
to think about Dan’s request for measurements on customer source inspections
yields (as opposed to our current measure of internal source inspection
rejections)?; </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>; </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>Please let me know your thoughts. </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>; </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><b><span style=font-size:12.0pt;font-family:Roboto;color:#003471;>Chris Terpak</span></b> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;line-height:150%;><span style=font-size:9.0pt;font-family:Roboto;color:#003471;>Director of Quality</span> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><span style=font-size:9.0pt;font-family:Roboto;color:#353535;>Office:
570-326-6591 x 256</span> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><span style=font-size:9.0pt;font-family:Roboto;color:#353535;>2333
Reach Road<br>
Williamsport, Pa.; 17701;</span> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><span style=font-size:9.0pt;font-family:Roboto;color:#353535;>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
</span> </p><br>",JRLSLLC
5505,WptDevelopment,Pull WIP cycle times by part,,JRLSLLC
5506,WptDevelopment,Production Quality Control System - Test Failure Data Tracking,<span>mdoyle-lap<br></span><br> Production Quality Control System - Test Failure Data Tracking<br> <br> <span>I previously have the permissions to use the &quot;Add Assembly to Serial Required List&quot; in FDTN. ;I now get a message indicating I do not have the correct permissions. ;</span><br> <span><br></span> <span><a href=https://support.primus-tech.com/helpdesk/WebObjects/Helpdesk.woa/wa/TicketActions/view?ticket=18370>https://support.primus-tech.com/helpdesk/WebObjects/Helpdesk.woa/wa/TicketActions/view?ticket=18370</a><br></span> ,JRLSLLC
5507,WptDevelopment,Fix Macola Processing arena issues,,JRLSLLC
5508,WptDevelopment,Pick List not parsing SO correctly,"<div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;>Please include the name of the software you are having an issue with and the PC name having the issue.<br style=box-sizing:border-box;> <div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;>KRS REPORT 3.3.12.0<br style=box-sizing:border-box;> <div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;>Shop order pick list V1.3.8<br style=box-sizing:border-box;> <div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;><br style=box-sizing:border-box;> <div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;>Provide a description of what is wrong or unwanted behavior.;;<br style=box-sizing:border-box;> <div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;>When trying to load the shop order 7213D1, a popup occurs and says &quot;invalid shop order&quot; (i think this is because it is loading zeros that arent normally there)  <br> <a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=4988>https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=4988</a><br> ",JRLSLLC
5509,WptDevelopment,Pick List Label Print not liking Arena Numbers,From Mary Watt This is still the on going issue of the last number not printing on the pick list label<br> <br> <a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=4977>https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=4977</a><br> ,JRLSLLC
5510,WptDevelopment,Item tracker extract,"<br> 2.	Need a report from Item Tracker that shows all parts that have been sent out for gold removal<br> <span></span><br> ",JRLSLLC
5511,WptDevelopment,DMR extract,<br> Need a report from DMR that shows any part that has been rejected for “incorrect value”-is there a way to do this<br> <br>  ,JRLSLLC
5512,WptDevelopment,Update TabRotation to include principle slides,Attached is the 401k video from Principal that goes over the transition process and information on Principal’s website. ;Can this video be loaded on the TV’s for the employees? ;I’m going to put it on Paylocity this week as well. ;Let me know your thoughts. ,JRLSLLC
5513,WptDevelopment,PPV report end item where used,"on order ppv report needs to add a column for prod cat <br> end item where used needs added like on co rpt card, on both pos and neg ppv reports ",JRLSLLC
5514,WptDevelopment,RII update round 2,Please update the attached items to remove RII inspection ,JRLSLLC
5515,WptDevelopment,cycle time data 5 years,<span style=font-weight:inherit;>User story:</span> <span style=font-weight:inherit;>Is there a way to get a full download of the cycle time data in excel format (instead of one month at a time)?</span><br> <span style=font-weight:inherit;><br></span> Development request: dump 5 years of shop order cycle times <span></span><br>,JRLSLLC
5516,WptDevelopment,DMR Report Bug,"&quot;<span style=font-family:Roboto, Arial;font-size:13px;display:inline !important;>DMR System, Report Tabs. Printing DMR Report.;;the program will only print reports when it is first started. If other tabs are used first, the attached error is displayed.; &quot;</span> ",JRLSLLC
5517,WptDevelopment,Fix BoxBuilder for Astronautics,"Add;Astronautics to track sub-assemblies for SerialCert.; <br> From Ticket: Serial cert is not working for the A07267 units correctly. ;When I run serial cert it is looking for data for the sub (AC34908) as well, see photo below. ;The CM units go thru serial cert as well after the functional test in B1, but the Condor data is not being looked for there so they pass with no issues. ;This needs to be sorted out before I can move the First Article board.<br> <br> <a href=https://support.primus-tech.com/helpdesk/WebObjects/Helpdesk.woa/wa/TicketActions/view?ticket=19806>https://support.primus-tech.com/helpdesk/WebObjects/Helpdesk.woa/wa/TicketActions/view?ticket=19806</a><br> ",JRLSLLC
5518,WptDevelopment,Fix InHouse Store processor crashing.,,JRLSLLC
5519,WptDevelopment,Fix DMR Query for inspector in SummaryInectorReport,This query is pulling a ton of data.; Lets first understand the calculation to see if the report can be used for what they need. ,JRLSLLC
5520,WptDevelopment,Sync Ticket Notebook items.,used for syncing code changes of notebooks because we need a requirement. ,JRLSLLC
5521,WptDevelopment,Signoff System error,"<span style=box-sizing:border-box;float:left !important;margin-right:5px !important;font-family:Roboto, Arial;font-size:18px;>#4731</span><span style=font-family:Roboto, Arial;font-size:18px;display:inline !important;>;</span><span style=box-sizing:border-box;font-family:Roboto, Arial;font-size:18px;>Heel Strap System</span><br> ",JRLSLLC
5522,WptDevelopment,DMR automated report sending,"User story<br>As a quality engineer, I need an automated send of Open dmrs to suppliers on a weekly basis; so that I do not have to email 50+ suppliers each week asking for follow-up and closure. <br> Development request: Email Vendor open DMR reminder and status each week automaticly. ",JRLSLLC
5523,WptDevelopment,WIP Where at ,"<div style=margin:0px;cursor:text;clear:both;font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif;font-size:12px;><p style=margin:0px;font-weight:normal;color:windowtext;text-align:left;><span lang=EN-US style=margin:0px;font-size:11pt;font-style:italic;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;><span style=margin:0px;>Development request:</span></span><span style=margin:0px;font-size:11pt;line-height:18px;font-family:WordVisiCarriageReturn_MSFontService, Calibri, Calibri_EmbeddedFont, sans-serif;><span style=margin:0px;>;</span><br style=margin:0px;></span><span lang=EN-US style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;><span style=margin:0px;>Add item number</span><span style=margin:0px;> column</span><span style=margin:0px;> to WIP where </span><span style=margin:0px;background-repeat:repeat-x;background-position:left bottom;border-bottom:1px solid transparent;>a</span><span style=margin:0px;background-repeat:repeat-x;background-position:left bottom;border-bottom:1px solid transparent;>t</span><span style=margin:0px;> </span><span style=margin:0px;>report</span><span style=margin:0px;>.</span></span><span style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;>;</span> </p> <div style=margin:0px;cursor:text;clear:both;font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif;font-size:12px;><p style=margin:0px;font-weight:normal;color:windowtext;text-align:left;><span lang=EN-US style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;><span style=margin:0px;></span></span><span style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;>;</span> </p> <div style=margin:0px;cursor:text;clear:both;font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif;font-size:12px;><div style=margin:0px;font-weight:normal;color:windowtext;text-align:left;><img src=https://dev.azure.com/Spartronics/3443de4c-1aaa-4691-992c-635407dd729c/_apis/wit/attachments/2d221aaf-d16a-4c55-ab47-6c71d29fda0c?fileName=image.png alt=Image><br>  <br>",JRLSLLC
5524,WptDevelopment,WIP Holds Details and report literal change,Development request: Change text box name to the below <img src=https://dev.azure.com/Spartronics/3443de4c-1aaa-4691-992c-635407dd729c/_apis/wit/attachments/633333fe-5b90-4f8a-a84f-d32c4aadeb70?fileName=image.png alt=Image><br> <br> And then change respective columns in wip holds report and add column for expected release date. <br> <img src=https://dev.azure.com/Spartronics/3443de4c-1aaa-4691-992c-635407dd729c/_apis/wit/attachments/383f240f-9a06-494f-8916-3b1340dae144?fileName=image.png alt=Image><br> ,JRLSLLC
5525,WptDevelopment,Update OEReports to build qty ,"<div style=margin:0px;cursor:text;clear:both;font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif;font-size:12px;><p style=margin:0px;font-weight:normal;color:windowtext;text-align:left;><span lang=EN-US style=margin:0px;font-size:11pt;font-style:italic;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;><span style=margin:0px;>Development request:</span></span><span style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;>;</span> </p> <div style=margin:0px;cursor:text;clear:both;font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif;font-size:12px;><p style=margin:0px;font-weight:normal;color:windowtext;text-align:left;><span lang=EN-US style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;><span style=margin:0px;>Change </span><span style=margin:0px;>&quot;to build qty&quot; calculated off current qty order not qty remaining.</span></span><span style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;>;</span> </p><p style=margin:0px;font-weight:normal;color:windowtext;text-align:left;><span style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;><br></span> </p><p style=margin:0px;font-weight:normal;color:windowtext;text-align:left;><span style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;><img src=https://dev.azure.com/Spartronics/3443de4c-1aaa-4691-992c-635407dd729c/_apis/wit/attachments/710c3252-630d-42fb-8d6b-1cb83cf79858?fileName=image.png alt=Image><br></span> </p> <br> ",JRLSLLC
5526,WptDevelopment,DMR label printing process change,"<p style=box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>Background information: </p><p style=box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><br> </p><p style=box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>We are removing some of the inspection criteria from RII. </p><p style=box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><br> </p><p style=box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>The label prints when the history card is completed.;; </p><p style=box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><br> </p><p style=box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>Development request </p><p style=box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>Get the label to print when the traveler prints, or at that stage of the process. </p><p style=box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>; </p><p style=box-sizing:border-box;margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>Mindy S </p> ",JRLSLLC
5527,WptDevelopment,TRS not sending emails properly,tooling request system is throwing an error. &quot;unhandled exception &quot;failure sending mail&quot;<br> <br> <a href=https://support.primus-tech.com/helpdesk/WebObjects/Helpdesk.woa/wa/TicketActions/view?ticket=19658>https://support.primus-tech.com/helpdesk/WebObjects/Helpdesk.woa/wa/TicketActions/view?ticket=19658</a><br> <a href=https://support.primus-tech.com/helpdesk/WebObjects/Helpdesk.woa/wa/TicketActions/view?ticket=19677>Spartronics Williamsport IT Support Helpdesk - Ticket 19677 Details (primus-tech.com)</a><br> ,JRLSLLC
5528,WptDevelopment,Fix BomImporter,"<span>The new numbering system for A#s is now 6 digits, per Arena. ;When I enter my starting number, A000006, into the BomImporter, It tells me the numbers are already in use, even though these numbers are not in Macola. ;</span><br> ",JRLSLLC
5529,WptDevelopment,FG Report include Largo location qty,"<div style=margin:0px;cursor:text;clear:both;font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif;font-size:12px;><p style=margin:0px;font-weight:normal;color:windowtext;text-align:left;><span lang=EN-US style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;font-weight:bold;><span style=margin:0px;>FG Report include Largo</span><span style=margin:0px;> location qty</span></span><span style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;>;</span> </p> <div style=margin:0px;cursor:text;clear:both;font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif;font-size:12px;><p style=margin:0px;font-weight:normal;color:windowtext;text-align:left;><span lang=EN-US style=margin:0px;font-size:11pt;font-style:italic;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;><span style=margin:0px;>User story:</span></span><span style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;>;</span> </p> <div style=margin:0px;cursor:text;clear:both;font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif;font-size:12px;><p style=margin:0px;font-weight:normal;color:windowtext;text-align:left;><span lang=EN-US style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;><span style=margin:0px;>As a production planner I need to be able to see in the Finish goods report what is in our off site </span><span style=margin:0px;background-repeat:repeat-x;background-position:left bottom;border-bottom:1px solid transparent;>Largo,FL</span><span style=margin:0px;> location.</span></span><span style=margin:0px;font-size:11pt;line-height:18px;font-family:WordVisiCarriageReturn_MSFontService, Calibri, Calibri_EmbeddedFont, sans-serif;><span style=margin:0px;>;</span><br style=margin:0px;></span><span lang=EN-US style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;><span style=margin:0px;>I currently have to look up each finish good to know what is in Largo or </span><span style=margin:0px;>in transit</span><span style=margin:0px;>.</span></span><span style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;>;</span> </p> <div style=margin:0px;cursor:text;clear:both;font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif;font-size:12px;><p style=margin:0px;font-weight:normal;color:windowtext;text-align:left;><span lang=EN-US style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;><span style=margin:0px;></span></span><span style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;>;</span> </p> <div style=margin:0px;cursor:text;clear:both;font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif;font-size:12px;><p style=margin:0px;font-weight:normal;color:windowtext;text-align:left;><span lang=EN-US style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;><span style=margin:0px;>Background information</span><span style=margin:0px;>:</span></span><span style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;>;</span> </p> <div style=margin:0px;cursor:text;clear:both;font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif;font-size:12px;><p style=margin:0px;font-weight:normal;color:windowtext;text-align:left;><span lang=EN-US style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;><span style=margin:0px;>Primus created in Macola inventory locations for the finished goods that </span><span style=margin:0px;>reside in Largo.; This material is not “shipped” until Raytheon in Largo pull from that location.</span></span><span style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;>;</span> </p> <div style=margin:0px;cursor:text;clear:both;font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif;font-size:12px;><p style=margin:0px;font-weight:normal;color:windowtext;text-align:left;><span lang=EN-US style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;><span style=margin:0px;></span></span><span style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;>;</span> </p> <div style=margin:0px;cursor:text;clear:both;font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif;font-size:12px;><p style=margin:0px;font-weight:normal;color:windowtext;text-align:left;><span lang=EN-US style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;><span style=margin:0px;>Development request:</span></span><span style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;>;</span> </p> <div style=margin:0px;cursor:text;clear:both;font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif;font-size:12px;><p style=margin:0px;font-weight:normal;color:windowtext;text-align:left;><span lang=EN-US style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;><span style=margin:0px;>Add Largo locations ( LI, LII, <span style=color:rgba(0, 0, 0, 0.9);font-size:14px;text-align:start;display:inline !important;>LSR</span>) to the finished goods </span><span style=margin:0px;background-repeat:repeat-x;background-position:left bottom;border-bottom:1px solid transparent;>report;</span><span style=margin:0px;> probably new column.</span></span><span style=margin:0px;font-size:11pt;line-height:18px;font-family:Calibri, Calibri_EmbeddedFont, sans-serif;>;</span> </p> <div style=margin:0px;cursor:text;clear:both;font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif;font-size:12px;><div style=margin:0px;font-weight:normal;color:windowtext;text-align:left;><img src=https://dev.azure.com/Spartronics/3443de4c-1aaa-4691-992c-635407dd729c/_apis/wit/attachments/a8e9b776-5acf-43d0-87c6-34226b685a77?fileName=image.png alt=Image><br>  <img src=https://dev.azure.com/Spartronics/3443de4c-1aaa-4691-992c-635407dd729c/_apis/wit/attachments/a4bd84ea-a55c-480a-b782-054afdc201af?fileName=image.png alt=Image><br>",JRLSLLC
